Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
LPG,ARRO Autogas - Delta Liquid Energy #11,1960 Ramada Dr,Located at Delta Liquid Energy,Paso Robles,CA,93446,,805-239-0616,E,,Public - Card key after hours,"8am-5pm M-F, 8am-4pm Sat; 24 hours daily with access ProKee",A D M V,,,,,,,,,,200-9,35.588058,-120.693573,2020-04-08,21912,2020-04-08 12:29:55 UTC,P,,,,,,true,,,US,,,,Public - Carte-clé après les heures d'ouverture,,public,KEY_AFTER_HOURS,,GAS_STATION,,,,,,,,,ACME,,,,,,,,,,,,,,,,,,
LPG,ARRO Autogas - Madonna Shell Station,204 Madonna Rd,At Highway 101,San Luis Obispo,CA,93405,,805-543-1991,E,,Public - Card key after hours,6am-10pm daily; 24 hours daily with access ProKee,A Cash D M V,,,,,,,,,,200-9,35.264698,-120.676147,2020-04-08,21914,2020-04-08 12:29:55 UTC,P,,,,,,true,,,US,,,,Public - Carte-clé après les heures d'ouverture,,public,KEY_AFTER_HOURS,,GAS_STATION,,,,,,,,,ACME,,,,,,,,,,,,,,,,,,
CNG,California Clean Fuels,15330 Woodruff Ave,,Bellflower,CA,90706,,562-923-5441,E,,Public - Credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,,B,3600,,,,,,,200-8,33.893124,-118.117101,2020-07-13,21985,2020-07-13 20:30:49 UTC,P,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,,1520,200000,,,,,,,,B,3600,,,,,,,,,,,,,,
LNG,Clean Energy - Los Angeles County Sanitation District,2800 Workman Mill Rd,LCNG station,Whittier,CA,90601,,562-908-4288  562-493-2804,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D M V Voyager Wright_Exp,,,,,,,,,,200-9,34.025657,-118.031019,2020-07-13,21986,2020-07-13 20:30:49 UTC,LG,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,Pearson Fuels Depot,4067 El Cajon Blvd,Corner of 15 Freeway and El Cajon Boulevard,San Diego,CA,92105,,619-243-0456  888-998-2546,E,,Public - Credit card after hours,"6am-10pm M-F, 7am-10pm Sat-Sun",A Cash CFN D M V Voyager Wright_Exp,B20,,,,,,,,,200-9,32.754335,-117.107501,2020-07-13,22615,2020-07-13 20:30:49 UTC,P,,,,,,,,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,,,
E85,Pearson Fuels Depot,4067 El Cajon Blvd,Corner of 15 Freeway and El Cajon Boulevard,San Diego,CA,92105,,619-243-0456  888-998-2546,E,,Public - Credit card after hours,"6am-10pm M-F, 7am-10pm Sat-Sun",A Cash CFN D M V Voyager Wright_Exp,,,,,,,,,,200-9,32.754335,-117.107501,2020-07-13,22617,2020-07-13 20:30:49 UTC,P,,,,,,,false,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNG,Clean Energy - City of Tulare,3989 S K St,"South on Hwy 99, exit at Paige going west, 1 mile to South K St, go 1 mile south; LCNG station",Tulare,CA,93274,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,36.169487,-119.338155,2019-05-09,23480,2020-12-21 23:46:17 UTC,LG,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNG,City of Corona,430 N Cota St,,Corona,CA,92880,,951-736-2307,E,,Public - Credit card at all times,24 hours daily,M V Voyager Wright_Exp,,Q,3600,,,,,,,GPS,33.887527354483325,-117.57153289814757,2020-08-05,25425,2020-08-05 19:05:18 UTC,LG,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,2,,,,,,,,,,,Q,3600,,,,,,,,,,,,,,
CNG,City of Riverside,8095 Lincoln Ave,"From the 91 Freeway, turn off on Adams Auto Center Dr, go east, left on Lincoln, left on Saint Lawrence, station on the left.",Riverside,CA,92504,,,E,,Public - Credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,GPS,33.92399216,-117.4119492,2020-07-13,25437,2020-11-18 17:09:15 UTC,LG,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,3,,2600,150000,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
CNG,Clean Energy - San Francisco Airport,790 N McDonnell Rd,"At San Bruno Ave, in front of United Airlines maintenance building.",San Francisco,CA,94128,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FleetOne FuelMan M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,GPS,37.63281471742084,-122.3983520158691,2019-05-09,25483,2020-12-21 23:46:17 UTC,P,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,AIRPORT,4,,,,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
ELEC,Fair Oaks - Orangevale - Community Library,11601 Fair Oaks Blvd,,Fair Oaks,CA,95628,,916-264-2700,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.66292,-121.2634,2019-09-09,25491,2020-01-21 18:34:38 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Sutter Galleria Mall - University of California - Davis Extension,2901 K St,Located on the 2nd floor,Sacramento,CA,95816,,916-327-7072,E,,Public,24 hours daily; pay lot; visitor and student use only,,,,,1,2,,,Non-Networked,,200-9,38.57277,-121.467902,2019-05-09,25494,2020-01-21 18:34:38 UTC,P,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,North Highlands Library,4235 Antelope Rd,,Antelope,CA,95843,,916-264-2920,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.7042,-121.365,2019-09-09,25497,2020-12-06 19:09:11 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,University of California - Davis - Medical Center,4860 Y St,"Located in Parking Structure 2, at 49th St",Sacramento,CA,95817,,800-282-3284,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.552483,-121.4487,2015-01-06,25501,2020-11-19 00:35:18 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,City of Sacramento - Belle Cooledge Library,5600 S Land Park Dr,Located towards South Land Park Drive,Sacramento,CA,95822,,916-264-2700,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.524403,-121.5112,2020-09-03,25502,2020-09-03 19:35:48 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Mosquito Road Park and Ride,Mosquito Rd & Clay St,,Placerville,CA,95667,,530-642-5383,E,,Public,Lot business hours; overnight parking prohibited,,,,,,2,,,Non-Networked,,GPS,38.73323,-120.78962,2019-11-08,25507,2020-01-21 18:34:38 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,City of Vacaville - Cultural Center,1000 Ulatis Dr,,Vacaville,CA,95687,,707-449-5424,E,,Public,24 hours daily,,,,,,1,,1 SP Inductive,Non-Networked,,GPS,38.356027,-121.9628,2019-06-06,25511,2020-08-11 19:55:32 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Stars Recreation Center,155 Browns Valley Pkwy,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,3,,1 SP Inductive,Non-Networked,,GPS,38.36557,-121.967,2019-06-06,25514,2020-08-11 19:55:32 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,City of Vacaville - Regional Transport Center,190 Hickory Ln,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,3,,1 SP Inductive,Non-Networked,,GPS,38.35172,-121.987,2019-06-06,25515,2020-08-11 19:55:32 UTC,LG,,,,,,,,J1772 TESLA,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Office of Housing & Redevelopment,40 Eldridge Ave,At Morales Ct,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,1,,1 SP Inductive,Non-Networked,,200-9,38.356907,-122.001886,2019-06-06,25516,2020-08-11 19:55:32 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,KUIC Radio - Parking Lot,500 Catherine St,At Davis St,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,1,,1 SP Inductive,Non-Networked,,GPS,38.355867,-121.9862,2019-06-06,25517,2020-08-11 19:55:32 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Citrus Heights City Hall,6360 Fountain Square Dr,,Citrus Heights,CA,95621,,916-725-2448,E,,Public,24 hours daily,,,,,,2,,1 SP Inductive,Non-Networked,,GPS,38.682605,-121.297614,2020-03-03,25519,2020-03-03 21:13:47 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Pitt School Plaza,1440 Ary Ln,,Dixon,CA,95620,,707-449-5424,E,,Public,24 hours daily,,,,,1,,,1 SP Inductive  1 Tesla Conductive,Non-Networked,,200-9,38.457369,-121.842567,2019-06-06,25520,2020-08-11 19:55:32 UTC,LG,,,,,,,,NEMA520,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,El Dorado County Government Center,2850 Fairlane Ct,Building C parking lot,Placerville,CA,95667,,530-621-5300,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,GPS,38.72799,-120.828,2019-09-09,25522,2020-01-21 18:34:38 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,El Dorado Transit Park & Ride,4640 Post St,,El Dorado Hills,CA,95762,,530-642-5383,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.6476,-121.067,2019-09-09,25523,2020-01-21 18:34:38 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CVS Pharmacy,8455 Auburn-Folsom Rd,At Douglas Blvd,Granite Bay,CA,95746,,916-791-1189,E,,Public,8am-10pm,,,,,,1,,,Non-Networked,,GPS,38.74453,-121.17,2019-02-06,25527,2020-01-21 18:34:38 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
CNG,SoCalGas - Azusa Base,950 N Todd Ave,"Exit I-210 at Irwindale Ave, north to Foothill Blvd and turn right, left on N Todd Ave, and the station is on the right",Azusa,CA,91702,,213-244-5681,E,,Public - Credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,34.138664,-117.923766,2020-08-05,25600,2020-08-05 19:05:18 UTC,T,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,2,,700,43823,,,,,,,,Q,3600,,,,,,,,,,,,,,
CNG,Trillium - City of Placentia Corporate Yard,2999 E La Jolla St,"Exit Highway 57 at E Orangethorpe Ave and go east, turn right on Melrose St, then left on La Jolla St, and the station is on the left.",Placentia,CA,92806,,800-920-1166,E,,Public - Credit card at all times,24 hours daily,A D M Trillium V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-8,33.860704,-117.865217,2020-11-09,25601,2020-11-12 18:53:31 UTC,P,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,1,,410,,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
ELEC,Carmichael Library,5605 Marconi Ave,At La Vista,Carmichael,CA,95608,,916-264-2700  916-264-2920,E,,Public,24 hours daily,,,,,,1,,1 SP Inductive,Non-Networked,,GPS,38.618066,-121.334337,2020-03-03,25610,2020-03-03 21:13:47 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
CNG,SoCalGas - Lancaster Base,44416 N Division St,"From Highway 14 N, exit at 20th St W and proceed north to Avenue J, go right on Avenue J and take Division St, and the station is on the left.",Lancaster,CA,93535,,213-244-5681,E,,Public - Credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,,Q,3600,,,,,,,GPS,34.689589,-118.130371,2020-08-05,25763,2020-08-05 19:05:18 UTC,T,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,500,43823,,,,,,,,Q,3600,,,,,,,,,,,,,,
CNG,Clean Energy - City of Burbank,810 N Lake St,"Exit I-5 at Burbank Blvd West, turn left on N Victory Blvd, turn left on Chestnut, turn left on Lake St, and the station is on the right",Burbank,CA,91502,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FleetOne FuelMan M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,34.182925,-118.319347,2019-05-09,26305,2020-12-21 23:46:17 UTC,LG,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,1,,1000,,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
CNG,Clean Energy - ARCO Cathedral City,36001 Date Palm Dr,At Gerald Ford Ave.,Cathedral City,CA,92234,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FleetOne FuelMan M Proprietor V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,33.786385,-116.458765,2019-09-09,26306,2020-12-21 23:46:17 UTC,P,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CONVENIENCE_STORE,1,,175,,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
CNG,Clean Energy - Desert Hot Springs Mission Springs Water District,14501 Park Ln,,Desert Hot Springs,CA,92240,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FuelMan M Proprietor V Voyager Wright_Exp,,Q,3000 3600,,,,,,,GPS,33.94323780109677,-116.49774409521484,2019-05-09,26307,2020-12-21 23:46:17 UTC,P,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,FLEET_GARAGE,1,,60,,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
CNG,Clean Energy - 21st Century Oil - Garden Grove,12931 Garden Grove Blvd,"From Hwy 22 eastbound, exit at Fairview St. Left onto Fairview and left onto Garden Grove Blvd. From Hwy 22 westbound, exit at Haster, left at bottom of offramp, and station is on the right at corner of Haster and Garden Grove.",Garden Grove,CA,92843,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FuelMan M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,33.775099,-117.906743,2019-09-09,26308,2020-12-21 23:46:17 UTC,P,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,1,,660,,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
CNG,PG&E - Marysville Service Center,18 7th St,From Hwy 99/70/E Street: Turn east on 7th Street. Station is 9 blocks east on the right (before reaching Yuba Street),Marysville,CA,95901,,800-684-4648,E,,Public - Card key at all times,24 hours daily; Customers must set up a PG&E account in advance of fueling; Station only accepts PG&E payment card; Contact PG&E LNG/CNG at 800-684-4648 x4 for payment card and station information,Proprietor,,Q,3000 3600,,,,,,,200-8,39.143012,-121.583657,2020-11-09,26310,2020-11-12 18:53:31 UTC,T,,,,,,,,,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,UTILITY,1,,450,,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
CNG,Clean Energy - Pasadena - Southern California Gas Co Base,3528 E Foothill Blvd,"Exit I-210 at Sierra Madre Villa and turn north, proceed to Foothill Blvd and turn right, station is on the right",Pasadena,CA,91107,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FuelMan M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,34.149215,-118.077389,2019-05-09,26312,2020-12-21 23:46:17 UTC,P,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,1,,700,,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
CNG,Clean Energy - Yucca Valley - Park n Ride Transit Facility,7485 Kickapoo Trail,At intersection of State Rt 62 and Kickapoo Trail,Yucca Valley,CA,92284,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FleetOne FuelMan M Proprietor V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,34.118101,-116.45646,2019-05-09,26314,2020-12-21 23:46:17 UTC,P,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,,350,,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
CNG,Clean Energy - Oakland International Airport,7855 Earhart Rd,"Doolittle Dr N/State Hwy 61 from Hegenberger to Langley St, left on Langley, 1 block west to Earhart Rd",Oakland,CA,94621,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FuelMan M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-8,37.73137,-122.212097,2020-08-05,26554,2020-08-05 19:05:18 UTC,P,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,AIRPORT,1,,,,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
CNG,Southwest Transportation Agency,16644 S Elm Ave,Located in back corner of the bus yard. LCNG station.,Caruthers,CA,93609,,559-644-1000,E,,Public - Call ahead,COVID Agency hours are 7am-3:30pm M-F; 5am-5:30pm M-F; contact station for access,A D M,,Q,3000 3600,,,,,,,200-8,36.492055,-119.791174,2020-08-05,26821,2020-08-05 19:05:18 UTC,LG,,,,,,,,,US,,,,Public - Appeler à l'avance,,public,CALL,,STANDALONE_STATION,4,,1680,134,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
LPG,El Monte Gas - Kamps Propane,10389 Avenue 416,,Dinuba,CA,93618,,559-591-4972,E,,Public,8am-5pm M-F,A Cash D M V,,,,,,,,,,200-9,36.544967,-119.341043,2020-08-05,27170,2020-08-05 19:05:18 UTC,P,,,,,,false,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,BioFuel Oasis,1441 Ashby Ave,,Berkeley,CA,94702,,510-665-5509,E,,Public,"11am-7pm M-Sat, 12pm-4pm Sun; extended hours when using the Fueling Freedom card; visit biofueloasis.com for details; Also accepts Fueling Freedom card",Checks M V,B20,,,,,,,,,200-9,37.853452,-122.279305,2020-07-13,27289,2020-07-13 20:30:49 UTC,P,,,,,,,,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Rio Vista City Hall,1 Main St,,Rio Vista,CA,94571,,707-374-6451,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.15485,-121.69,2019-05-09,27302,2020-01-21 18:34:38 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Fairfield City Hall,1000 Webster St,,Fairfield,CA,94533,,707-428-7414,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,38.25281,-122.044229,2019-11-08,27328,2020-01-21 18:34:38 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Solano Community College,4000 Suisun Valley Rd,,Fairfield,CA,94534,,707-449-5424,E,,Public,24 hours daily,,,,,,3,,1 SP Inductive,Non-Networked,,GPS,38.23723,-122.123,2020-07-13,27329,2020-07-13 20:30:49 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Vallejo Ferry Terminal,495 Mare Island Way,,Vallejo,CA,94590,,707-449-5424,E,,Public,24 hours daily,,,,,,,,2 SP Inductive  1 Avcon Conductive  1 Tesla Conductive,Non-Networked,,200-8,38.105062,-122.265895,2019-06-06,27335,2020-08-11 19:55:32 UTC,LG,,,,,,,,,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
HY,University of California Irvine,19172 Jamboree Rd,,Irvine,CA,92612,,949-824-1999 x212,E,,Public - Credit card at all times,"24 hours daily; bus fueling from 10pm-2am, drivers should avoid station then",A D M V,,,,,,,,,,200-8,33.663511,-117.856388,2020-07-13,27339,2020-07-13 20:30:49 UTC,SG,,,,http://m.cafcp.org/content/uc-irvine,,,,,US,,,,Public - Carte de crédit en tout temps,true,public,CREDIT_CARD_ALWAYS,,COLLEGE_CAMPUS,,,,,,,,,,350 700,J2601,,,,,,,,,,,,,,,,
LPG,Westmart,4990 Avenida Encinas,At Cannon Rd,Carlsbad,CA,92008,,760-431-7100,E,,Public,5:30am-12am daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,33.134615,-117.330879,2020-07-13,27468,2020-07-13 20:30:49 UTC,P,,,,,,true,,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,ACME,,,,,,,,,,,,,,,,,,
CNG,Trillium - City of Berkeley,1101 2nd St,"I-580, Exit 12.",Berkeley,CA,94710,,800-920-1166,E,,Public - Credit card at all times,24 hours daily,A M Trillium V Voyager,,Q,3000 3600,,,,,,,200-9,37.88175,-122.306259,2020-11-09,27973,2020-11-12 18:53:31 UTC,P,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,1,,600,,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
ELEC,Los Angeles International Airport (LAX) - Lot 1,1 World Way,Central Terminal Area (CTA) - P1,Los Angeles,CA,90045,,310-646-2911,E,,Public,24 hours daily; pay lot,,,,,,20,,,Non-Networked,,GPS,33.944761,-118.399767,2020-07-13,28007,2020-07-13 20:30:49 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
LPG,Third Base Market & Deli,1441 Spring St,,Paso Robles,CA,93446,,805-369-2530,E,,Public,6am-10pm daily,A Cash D Debit M V,,,,,,,,,,200-9,35.629536,-120.69194,2020-08-05,28346,2020-08-05 19:05:18 UTC,P,,,,,,false,,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,,,,,,,,,,,
CNG,Victor Valley Transit Authority,100 N Sandstone Ct,"LCNG station. I-15 to Highway 58, right on W Main St, left on Sandstone Ct.",Barstow,CA,92311,,760-948-4021,E,,Public - Credit card at all times,24 hours daily; Also accepts Fleetstar card,M V Voyager,,Q,3600,,,,,,,200-9,34.886448,-117.079423,2020-08-05,28523,2020-08-05 19:05:18 UTC,LG,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,1,,,,,,,,,,,Q,3600,,,,,,,,,,,,,,
CNG,Robertson's Palmdale Honda,455 Auto Vista Dr,"Exit I-210 at Sierra Madre Villa and turn north, proceed to Foothill Blvd and turn right, and the station is on the right.",Palmdale,CA,93551,,661-265-6000,E,,Public - Credit card at all times,24 hours daily,D M V Voyager,,Q,3000 3600,,,,,,,200-8,34.59343,-118.139497,2020-07-13,29350,2020-07-13 20:30:49 UTC,P,,,,,,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,1,,,,,,,,,,,Q,3000 3600,,,,,,,,,,,,,,
BD,Revolution CNG - JB Dewar Inc,75 Prado Rd,"Exit Highway 101 N at Prado Road, and the station is on the right. Exit Highway 101 S at Madonna Road, right on Madonna, right on Higuera St, right on Prado, and station is on the left",San Luis Obispo,CA,93401,,805-238-0624,E,,Public - Card key at all times,"24 hours daily; public must apply for access and proprietary card, and must be part of CA biodiesel users group to purchase B99 - contact station for arrangements",,"B99, B20",,,,,,,,,200-9,35.254197,-120.670939,2020-05-06,29481,2020-05-06 17:56:57 UTC,P,,,,,,,,,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,STANDALONE_STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPG,ARRO Autogas - Mobil,1935 Del Mar Ave,Located at the 76 Gas Station,San Gabriel,CA,91776,,626-572-9352,E,,Public - Card key at all times,24 hours daily; call station to arrange card key,A D M V,,,,,,,,,,GPS,34.0747392,-118.0996138,2020-04-08,29688,2020-04-08 12:29:55 UTC,P,,,,,,true,,,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,GAS_STATION,,,,,,,,,ACME,,,,,,,,,,,,,,,,,,
